establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code
1205,M5414+P5414,Pulaski Meat Products Company Inc.,,123 N.Wood Avenue ,Linden,NJ,07036,(908) 925-5380,2021-07-12,Meat Processing; Poultry Processing,,80,8020,Small,40.630822014357,-74.253410983017,Union County,34039
1206,M5421+P5421+V5421,"Spolem Provisions,LLC",,482 Whitehead Road ,Hamilton,NJ,08619,(609) 695-5068,2021-07-20,Certification - Export; Meat Processing; Poultry Processing,Loeffler's Gourmet & Mercer Meats,80,8012,Small,40.245280556868,-74.726047184782,Mercer County,34021
1207,M5424+P5424,Dutch's Meats Inc,,30 Morse Avenue ,Ewing,NJ,08638,(609) 882-2096,2021-10-07,Meat Processing; Poultry Processing,,80,8012,Small,40.246906305237,-74.772359885936,Mercer County,34021
6163718,M54247,"A Small Good, LLC",,103 Smith Drive ,Hope,ME,04847,(413) 207-4745,2026-03-25,Meat Processing,Small Good,60,6025,Very Small,44.265842658591,-69.182713110551,Knox County,23013
6163728,M54248,"Tropic Star Seafood, Inc.",877667451,3620 Ventura Dr. E. ,Lakeland,FL,33811,(863) 619-2278,2021-01-21,Meat Processing,,85,8527,Very Small,27.998799983411,-82.027841006419,Polk County,12105
6163745,M54249+P54249,Victoria Livestock,,41 Victoria Street ,Newark,NJ,07114,(973) 856-6965,2020-06-25,Meat Processing; Meat Slaughter; Poultry Processing,Victoria Livestock & Poultry,80,8016,Very Small,40.707601001816,-74.195182991305,Essex County,34013
1208,M5425,"Salem Halal Meat Packaging, LLC",,705 Salem Quinton Road ,Salem,NJ,08079,(856) 935-1234,2021-10-27,Meat Processing; Meat Slaughter,,80,8013,Very Small,39.552622018174,-75.437183983362,Salem County,34033
6163748,M54251+P54251,Bagelinos,,"311 West Main Street Bldg 2, Bay 5",Rockaway,NJ,07866,(862) 432-9055,2020-08-17,Meat Processing; Poultry Processing,La Sierra; La Sierra Bakery; La Sierra Coffee; Sierra Coffee,80,8023,Very Small,40.895206979893,-74.518336036484,Morris County,34027
6163770,M54253+P54253,Empanada Kitchen Happily Baked Corp,,"3425 Hancock Street Units 11, 12, 13, 14",San Diego,CA,92110,(617) 233-1965,2024-02-07,Meat Processing; Poultry Processing,,05,0518,Very Small,32.755815984102,-117.208343975809,San Diego County,06073
6163849,M54259+P54259,Maestri d'Italia Inc.,,480 Oberlin Avenue South Unit B,Lakewood,NJ,08701,(415) 527-7460,2021-11-15,Meat Processing; Poultry Processing,,80,8012,Small,40.070387013289,-74.187353036454,Ocean County,34029
6163855,M54260+P54260,Chef Kern's Wholesale LLC,081064155,"3060 Keith Bridge Road, Suite 8 ",Cumming,GA,30041,(770) 889-8800,2019-04-22,Meat Processing; Poultry Processing,,85,8507,Small,34.253342144309,-84.081280885302,Forsyth County,13117
6163881,M54261+P54261,Global Appetizers Inc.,,4 Jill Court Unit 1-2,Hillsborough,NJ,08844,(646) 701-1007,2021-07-20,Meat Processing; Poultry Processing,,80,8012,Very Small,40.492116017496,-74.640394986905,Somerset County,34035
6163900,M54263+P54263,"Kerry, Inc",,176 Diana Way ,Commerce,GA,30529,(706) 870-9955,2021-09-13,Meat Processing; Poultry Processing,,85,8517,Small,34.266100993504,-83.459280973049,Banks County,13011
6163943,M54267+P54267,HeBo Family Foods Inc.,11-8142699,60 Bath Street ,Providence,RI,02908,(508) 695-4326,2019-05-10,Meat Processing; Poultry Processing,,60,6029,Very Small,41.831679009754,-71.42504202734,Providence County,44007
6163981,M54269+P54269+V54269,DuFour Gourmet,,4337 9th Street ,Long Island City,NY,11101,(718) 440-8960,2021-08-02,Certification - Export; Meat Processing; Poultry Processing,DuFour Gourmet,60,6017,Very Small,40.751554821968,-73.950358579843,Queens County,36081
1210,M5427,Marie Poggi Ravioli,,193 Lincoln Avenue ,Vineland,NJ,08360,(856) 692-4784,2016-08-09,Meat Processing,,80,8013,Very Small,39.504323019415,-74.937530017894,Atlantic County,34001
1211,M5430+V5430,Bierig Brothers Inc.,,3539 Reilly Court ,Vineland,NJ,08360,(856) 691-9765,2022-02-09,Certification - Export; Identification - Meat; Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Processing - Poultry,,80,8013,Small,39.538817987563,-75.054347009889,Cumberland County,34011
1213,M5439,Kleemeyer & Merkel Inc.,,68 Britten Road P.O. Box 204,Green Village,NJ,07935,(973) 377-0875,2020-06-26,Meat Processing; Meat Slaughter,Green Village Packing Co.,80,8016,Small,40.73543399141,-74.44370097222,Morris County,34027
6164451,M544+P544,Jennie-O Turkey Store,,1129 Main Street East ,Melrose,MN,56352,(320) 256-4245,2020-06-27,Meat Processing; Poultry Processing; Poultry Slaughter,"Festive Brand; Hormel Foods Corporation; Jennie-O; Jennie-O Foods, Inc.; Jennie-O Turkey Store, Inc.; Jerome Foods, Inc.; Jerome's Golden Glo; Northwestern Deli; The Turkey Store, Inc.; West Central Turkeys, LLC",25,2503,Large,45.676256998291,-94.793987988864,Stearns County,27145
1215,M5444,Gardella's Ravioli Co. & Italian Deli LLC,20-3421030,527 S. Brewster Road & Janet Street ,Vineland,NJ,08360,(856) 697-3509,2014-08-12,Meat Processing,,80,8013,Very Small,39.508190010445,-74.974239987775,Atlantic County,34001
1218,M5452,Licini Brothers Food Company LLC,,907 West Street ,Union City,NJ,07087,,2018-01-11,Meat Processing,Licini Bros. Provisions,80,8016,Very Small,40.75853200199,-74.040260023456,Hudson County,34017
5941,M546+P11038,"Ameristar Meats, Inc.",,210 S. McKinnon Road ,City of Spokane Valley,WA,99212,(509) 535-2044,2020-01-02,Meat Processing; Poultry Processing,Stock Yard; Us Foods,15,1525,Small,47.655177986089,-117.332829990114,Spokane County,53063
6164384,M54628+P54628,Metz Culinary Management,,1540 Northgate Blvd. ,Sarasota,FL,34234,(941) 202-3512,2020-09-02,Meat Processing; Poultry Processing,,85,8533,Very Small,27.373238390951,-82.539730035951,Sarasota County,12115
6166645,M54629,"Deano's Pastacia, Inc.",,15 Garfield Avenue ,Somerville,MA,02145,(617) 623-0013,2024-01-09,Meat Processing,"Original Gourmet Creations, Inc.",60,6008,Small,42.389845532547,-71.085355007595,Middlesex County,25017
6166659,M54630+P54630,"Rizzo's Malabar Inn, Inc.",014004402,126 Rizzo Road ,Crabtree,PA,15624,,2025-02-10,Meat Processing; Poultry Processing,,60,6013,Very Small,40.362800015306,-79.473313018434,Westmoreland County,42129
1223,M5476+P5476,G&M Co.,,55 University Avenue ,Newark,NJ,07102,(973) 642-2422,2021-11-10,Meat Processing,US Beef Co.,80,8016,Very Small,40.745678982113,-74.172261000691,Essex County,34013
1224,M5477+P5477,"Unity Beef Sausage Co., Inc.",,43-47 University Avenue ,Newark,NJ,07102,(973) 624-4847,2018-03-27,Meat Processing,Unity Beef; Unity Brand Halal Co.; Unity Brand Halal Products; Unity Brand Products,80,8016,Very Small,40.745954998185,-74.17201700349,Essex County,34013
1227,M5484,Lopes Sausage Co.,,304 EWalnut Street ,Newark,NJ,07105,(973) 334-4306,2018-09-04,Meat Processing,Taste of Spain INC.,80,8016,Very Small,40.726244994777,-74.161224967875,Essex County,34013
1229,M5489+P5489,"New Jersey Veal Co., Inc.",,43 Franklin Avenue P.O Box 1,Garfield,NJ,07026,(973) 478-8311,2021-07-26,Meat Processing; Poultry Processing,Christopher Quality Distributors Inc.,80,8023,Very Small,40.879171980023,-74.117282002288,Bergen County,34003
6164462,M548A+V548A,Yosemite Foods Inc.,,"4221 E. Mariposa Road, Suite A ",Stockton,CA,95215,(209) 990-5400,2022-03-10,Certification - Export; Meat Processing; Meat Slaughter,,05,0509,Small,37.93118999709,-121.221235022518,San Joaquin County,06077
12264,M549+P549,"Tyson Foods, Inc.",006903702,3424 Cambridge ,Springdale,AR,72762,(479) 290-4936,2017-12-14,Meat Processing; Poultry Processing,,35,3512,Small,36.154640757551,-94.152295800928,Washington County,05143
1230,M5495+P5495,Saker Shoprites Inc,,1911 Pennsylvania Avenue ,Linden,NJ,07036,(908) 925-1550,2018-07-31,Meat Processing; Poultry Processing,Dearborn Farms; Dearborn Markets; World Class International Kitchens; World Class Kitchens,80,8020,Small,40.648876005155,-74.232338040244,Union County,34039
1666,M5497+V5497,Adams Farm Slaughterhouse LLC,142304369,854 Bearsden Rd ,Athol,MA,01331,(978) 249-9441,2022-02-18,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,60,6008,Small,42.595398171151,-72.200205043051,Worcester County,25027
5598,M550+P18178+V18178,Sterling Pacific Meat Co.,,6114 Scott Way ,Commerce,CA,90040,(323) 838-9400,2016-06-21,Food Inspection; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry,,05,0514,Small,33.979385003438,-118.149570011603,Los Angeles County,06037
3641,M5500+P5500,"Tyson Prepared Foods, Inc.",,521 S Main St ,Hutchinson,KS,67501,(620) 669-8761,2020-04-14,Meat Processing; Poultry Processing,"TSD Sales and Distribution; Tyson Food Service; Tyson Sales & Distribution, Inc.",35,3509,Small,38.045049979372,-97.932662040895,Reno County,20155
2600,M5502,Ruwaldt Packing Co.,,6510 E. Ridge Rd. ,Hobart,IN,46342,(219) 942-2911,2021-10-15,Meat Processing; Meat Slaughter,,50,5013,Small,41.551121581137,-87.257382565763,Lake County,18089
3642,M5503+P5503,Fritz's Superior Sausage Co.,,10326 State Line ,Leawood,KS,66206,(913) 381-4618,2021-10-06,Meat Processing; Poultry Processing,Fritz's Smoked Meats; Fritz's Superior Sausage Co Inc.; Sambol Packing Company Inc.; Superior Meat and Sausage Company; Superior Sausage Company,35,3507,Very Small,38.940356010078,-94.609511017152,Johnson County,20091
3643,M5505+P107,Conagra Brands (Conagra Foods Packaged Foods LLC),828688189,204 Vine Street ,Macon,MO,63552,(660) 385-8316,2018-02-12,Meat Processing; Poultry Processing,,35,3506,Small,39.737422992353,-92.47039903536,Macon County,29121
3360,M5511,"Gibbon Packing, LLC",967457925,218 East HWY 30 ,Gibbon,NE,68840,(308) 468-5771,2019-12-19,Meat Processing; Meat Slaughter,"American Foods Group, LLC",15,1512,Large,40.752920988366,-98.837271984125,Buffalo County,31019
1972,M5516+P5516,"SFC Global Supply Chain, Inc.",,1910 Fair Road ,Sidney,OH,45365,(937) 498-4511,2020-06-18,Meat Processing; Poultry Processing,,50,5032,Small,40.268929856147,-84.178584667259,Shelby County,39149
3644,M5520+P5520+V5520,Nordic Foods Inc.,,4747 Speaker Road ,Kansas City,KS,66106,(913) 281-1167,1982-06-08,Meat Processing; Poultry Processing; Voluntary Processing - Meat,,35,3507,Small,39.094888621691,-94.686665421657,Wyandotte County,20209
6168417,M5526A+P5526A,"Reinhart Foodservice, LLC",,1130 Industrial Avenue ,West Salem,WI,54669,(608) 793-9433,2025-07-29,Meat Processing; Poultry Processing,,25,2522,Small,43.8974954699,-91.069808352635,La Crosse County,55063
6166922,M553+P553,"NationsMarket, LLC",,2401 SW 34TH Ave ,Pembroke Park,FL,33023,(877) 439-2665,2022-12-20,Meat Processing; Poultry Processing,,85,8535,Small,25.989134855105,-80.178103619038,Broward County,12011
3362,M5533+P5533+V5533,"West Liberty Foods, LLC",,207 W. Second Street ,West Liberty,IA,52776,(319) 627-6000,2022-05-11,Certification - Export; Meat Processing; Poultry Processing; Poultry Slaughter,Iowa Turkey Growers Coop,25,2505,Large,41.569267982416,-91.266211993651,Muscatine County,19139
3645,M5536+P5536,"Banner Creek, LLC",,619 East 4th St. ,Holton,KS,66436,(785) 364-3126,2020-07-15,Meat Processing; Meat Slaughter,Johnsonville; Sustainable Swine Resources,35,3507,Small,39.462030995387,-95.727017026267,Jackson County,20085
3363,M5537,Sioux-Preme Packing Co.,,4241 US 75 Ave ,Sioux Center,IA,51250,(712) 722-2555,2020-06-11,Meat Processing; Meat Slaughter,"Coleman Natural Foods; Maxi Margo; Natural Food Holdings; Niman Ranch, Inc; Perdue Premium Meat Company, LLC; Prairie Grove Farms of Iowa, LLC; Sioux-Preme Pork Products",25,2523,Small,43.03502400547,-96.176714010619,Sioux County,19167
3646,M5538+P5538,"General Mills, Inc.",,#1 Red Devil Rd ,Hannibal,MO,63401,(573) 221-9420,2017-05-11,Meat Processing; Poultry Processing,"General Mills, Inc",35,3506,Small,39.681267007106,-91.412262968445,Ralls County,29173
3364,M5540+P5540,Shamrock Meat Processing LLC,,635 S 240th St ,Waterloo,NE,68069,(402) 669-3594,2025-04-07,Meat Processing; Poultry Processing,,15,1522,Very Small,41.253232691844,-96.291782786841,Douglas County,31055
3648,M5541A+P5541A+V5541A,"Native American Enterprises, LLC",,230 N West St ,Wichita,KS,67203,(316) 946-5522,2022-05-09,Meat Processing; Off-Premise Freezing - Meat; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,"Bar None Foods, LLC; Blockncleaver, LLC; LiL Brave Foods, LLC; McGreevys Meat, LLC; Native Homeland, LLC",35,3509,Small,37.686867996904,-97.388590023568,Sedgwick County,20173
6166703,M555+V555,One World Specialties,022114408,1945 Pama Lane ,Las Vegas,NV,89119,(760) 550-5422,2022-06-29,Certification - Export; Meat Processing,Baja; Baja Vida; Cowboy Codys Jawbox; Gnarly Gerky,05,0510,Small,36.065856998817,-115.12578997534,Clark County,32003
2834,M5552+P5552,"Roca, Inc.",,5275 S. Archer Ave. ,Chicago,IL,60632,(000) 000-0000,2021-08-30,Meat Processing; Poultry Processing,El Superior; Old Fashioned Meat Co.,50,5003,Small,41.798709003161,-87.738293003169,Cook County,17031
3368,M5553+P5553,"Del Gould Meats, Inc.",,3520 N. 20th Street ,Lincoln,NE,68521,(402) 438-3520,2021-07-15,Meat Processing; Poultry Processing,Nebraska Steaks,15,1516,Small,40.846707988925,-96.691163963029,Lancaster County,31109
9368,M5561A+P5561A+V5561A,"Bar-W Meat Company, LLC",,3517 Conway Street ,Fort Worth,TX,76111,(817) 831-0051,2021-10-04,Meat Processing; Poultry Processing; Voluntary Processing - Meat,Bar-W Foods; Bar-W Meat Company; Country Grillers; J.W. Foods; Ranch Brand,40,4025,Small,32.768444997616,-97.296840035029,Tarrant County,48439
3650,M5562+P5562+V5562,S&S Quality Meats,007150212,4700 W Highway 50 ,Emporia,KS,66801,(620) 342-6354,2021-07-13,Certification - Export; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,Fanestil Meats; Fanestil Packing Company,35,3509,Small,38.413825011074,-96.24761996616,Lyon County,20111
3372,M5578+P5578,"Arck Foods, Inc.",,6240 McCormick Drive ,Lincoln,NE,68507,(402) 474-4626,2018-06-06,Meat Processing; Poultry Processing,Cedar Hollow Foods,15,1516,Small,40.877546016536,-96.63484796725,Lancaster County,31109
3374,M5581+P5581,"Westin, Inc. Fairbury Food Division",,810 Bacon Road 601 Bacon Road,Fairbury,NE,68352,(402) 729-3379,2021-07-26,Meat Processing; Poultry Processing,,15,1516,Small,40.132802981014,-97.175291961606,Jefferson County,31095
4225,M5590+P5590,Ajinomoto Foods North America,,601 East 3rd Street ,Lampasas,TX,76550,(512) 528-7500,2021-08-05,Meat Processing; Poultry Processing,Ajinomoto Foods; Ajinomoto Windsor; Windsor Foods,40,4033,Small,31.066702986633,-98.1765529598,Lampasas County,48281
2601,M5593+P5593,Grabill Canning Company,,13211 West St. ,Grabill,IN,46741,(260) 627-3691,2021-08-17,Meat Processing; Poultry Processing,Grabill Country Meats,50,5033,Very Small,41.207760018859,-84.969114030231,Allen County,18003
2216,M56+P56,Pilgrim's Pride Corporation,007334170,330 CO-OP DRIVE ,TIMBERVILLE,VA,22853,(540) 901-6100,2021-05-13,Poultry Processing; Poultry Slaughter,,80,8008,Large,38.632766985629,-78.784227035374,Rockingham County,51165
6166713,M560+P560,"Gentleman Sausages, LLC",,112 N 4th St ,Coeur d'Alene,ID,83814,(208) 818-6754,2023-08-29,Meat Processing; Poultry Processing,,15,1525,Very Small,47.674085003172,-116.780951990178,Kootenai County,16055
3029,M5617+P5617+G1215+V5617,Cargill Kitchen Solutions,071374854,206 West 4th Street ,Monticello,MN,55362,(763) 271-5600,2021-07-07,Egg Product; Meat Processing; Poultry Processing,,25,2504,Small,45.304009008829,-93.798472030926,Wright County,27171
6958,M562,"JBS Green Bay, Inc.",,1330 Lime Kiln Road ,Green Bay,WI,54311,(920) 593-9734,2021-10-06,Meat Processing; Meat Slaughter,"JBS Green Bay, Inc.; JBS Packerland, Inc.; JBS USA Food Company",25,2524,Large,44.480379984938,-87.984820030623,Brown County,55009
3384,M5622+P5622+V5622,Albion Locker,,129 W. Church Street ,Albion,NE,68620,(402) 395-2619,2020-03-25,Meat Processing; Meat Slaughter; Voluntary Processing - Meat,,15,1528,Very Small,41.691731988309,-97.998047004453,Boone County,31011
3385,M5626+P5626,"Byerly Foods International, Inc.",,877 North Lake Street ,Lake Mills,IA,50450,(641) 592-7700,2021-03-17,Meat Processing; Poultry Processing,"Lund Food Holdings, Inc.",25,2529,Small,43.428970018136,-93.533206001638,Winnebago County,19189
6959,M562M,"JBS Plainwell, Inc.",,11 Eleventh St. ,Plainwell,MI,49080,(269) 685-6886,2022-01-27,Meat Processing; Meat Slaughter,"JBS Packerland, Inc.; JBS Plainwell, Inc.; JBS USA Food Company",50,5009,Large,42.420842983956,-85.646614965818,Kalamazoo County,26077
4226,M5630+P5630,"SFC Global Supply Chain, Inc.",,1251 Scarborough Lane ,Pasadena,TX,77506,(713) 740-7200,2016-10-18,Meat Processing; Poultry Processing,,40,4032,Large,29.692064998528,-95.226809017,Harris County,48201
4227,M5630D+P5630D,"SFC Global Supply Chain, Inc.",,612 Georgia Avenue ,Deer Park,TX,77536,(952) 832-4341,2021-07-21,Meat Processing; Poultry Processing,,40,4032,Small,29.70625616051,-95.135235969738,Harris County,48201
7069,M5648+P5648+V5648,"Lake Geneva Country Meats, Inc",,5907 State Road 50 East ,Lake Geneva,WI,53147,(262) 248-3339,2021-07-26,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Slaughter - Meat,,25,2530,Small,42.593978989215,-88.350473012938,Walworth County,55127
3391,M5650+P5650+V5650,Custom Pack Inc.,,601 West J. Street ,Hastings,NE,68901,(402) 462-2532,2021-07-23,Identification - Meat; Identification - Poultry; Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,Biehl Beef Company; King Canyon Buffalo,15,1516,Small,40.56738999233,-98.388901016856,Adams County,31001
3392,M5652+P5652,Main Street Market,,306 Main Street ,Humphrey,NE,68642,(402) 923-1010,2014-10-14,Meat Processing; Meat Slaughter; Poultry Processing,City Meat Market,15,1528,Very Small,41.692084992161,-97.484977970591,Platte County,31141
3396,M5658+P5658+V5658,Loeffel Meat Laboratory / Animal Science Department,,A213 Animal Science 3940 Fair St.,Lincoln,NE,68583,(402) 472-6457,2017-02-14,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter; Voluntary Processing - Meat,,15,1516,Very Small,40.832326990009,-96.664428960841,Lancaster County,31109
2602,M5659+P5659+V5659,"Schubert's Smokehouse Packing Co., Inc.",,700 South Breese Street ,Millstadt,IL,62260,,2021-08-16,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,"Schubert Smokehouse & Packing Co., Inc.",50,5007,Small,38.455434999641,-90.089898970951,St. Clair County,17163
6167355,M565A+V565A,Montgomerys Meats Inc,,175 N 1st St ,Central Point,OR,97502,(541) 664-0727,2025-06-04,Meat Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,15,1504,Very Small,42.375598015439,-122.918687007818,Jackson County,41029
6168414,M565B+V565B,Montgomerys Meats Inc,,5700 Upton Rd ,Central Point,OR,97502,(530) 905-2851,2024-12-09,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,15,1504,Very Small,42.39851501882,-122.906817981464,Jackson County,41029
4228,M5666+P5666+V5666,"Quality Sausage Company, LLC",,1925 Lone Star Drive ,Dallas,TX,75212,(214) 634-3400,2021-04-02,Certification - Export; Meat Processing; Poultry Processing,Quality Sausage Company,40,4024,Small,32.771260981807,-96.85946402925,Dallas County,48113
6165813,M5666T+P5666T+V5666T,"Quality Sausage QOZ, LLC",,2101 Lone Star Drive ,Dallas,TX,75212,(214) 634-6400,2022-03-12,Certification - Export; Meat Processing; Poultry Processing,,40,4024,Small,32.770340984115,-96.858870003772,Dallas County,48113
126992,M5668+P5668+V5668,"Food Solutions 2, Inc.",,4950 Oakland Street ,Denver,CO,80239,(720) 287-4004,2021-07-26,Meat Processing; Poultry Processing; Voluntary Processing - Meat,,15,1514,Very Small,39.78743701232,-104.850170959183,Denver County,08031
3400,M5674+P5674,Hastings Foods L.L.C.,,3317 Island Circle ,Grand Island,NE,68803,(308) 384-6623,2021-10-14,Meat Processing; Poultry Processing,Bull Boy; Los Cantaros Mexican Food,15,1512,Small,40.913332714391,-98.379594208885,Hall County,31079
3403,M5686+P5686+V5686,Wausa Lockers Inc.,,516 East Broadway  ,Wausa,NE,68786,(402) 586-2882,2019-01-23,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,15,1528,Very Small,42.498946018749,-97.538283019112,Knox County,31107
7070,M5687+P5687,Bay View Packing Company,,1906 W. St. Paul Avenue ,Milwaukee,WI,53233,,2021-07-23,Meat Processing; Poultry Processing,,25,2517,Small,43.035021993814,-87.937005966872,Milwaukee County,55079
2603,M5688+P5688+V5688,Ajinomoto Foods North America,00-281-2055,301 W. 3rd St. ,Toluca,IL,61369,(815) 452-2361,2021-08-11,Certification - Export; Meat Processing; Poultry Processing,Ajinomoto Foods; Ajinomoto Windsor; Windsor Foods,50,5006,Small,41.007008149913,-89.13675478271,Marshall County,17123
837,M569+P569,MF Meats,,2063 Allen Street Extension ,Falconer,NY,14733,(716) 355-4111,2021-12-09,Meat Processing; Poultry Processing,Maplevale Farms Inc. LLC,60,6019,Small,42.112741653726,-79.195130741483,Chautauqua County,36013
7071,M5694+P5694,Kent Quality Foods Inc.,,703 Leonard NW ,Grand Rapids,MI,49504,(616) 459-4595,2021-08-17,Meat Processing; Poultry Processing,,50,5009,Small,42.985655014862,-85.686163970123,Kent County,26081
6163811,M5694A+P5694A,"Kent Quality Foods, Inc.",007854933,3426 Quincy Street ,Hudsonville,MI,49426,(616) 459-4595,2021-08-30,Meat Processing; Poultry Processing,,50,5009,Small,42.838434010203,-85.868744033328,Ottawa County,26139
1973,M5696+P5696,AVF Holding LLC,,205 Ascot Valley Pkwy ,Cuyahoga Falls,OH,44223,(330) 376-9411,2021-10-04,Meat Processing; Poultry Processing,,50,5021,Very Small,41.163742999157,-81.518405024669,Summit County,39153
3033,M5697+P5697+V5697,Swanson Meat Co.,040326972,2700 26th Ave. South ,Minneapolis,MN,55406,,2022-03-23,Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,"Christofersen Meats Co.; Christofersen Meats, Inc.; Swanson Meats, Inc.; Swanson Natural Foods LLC",25,2512,Small,44.953031020683,-93.235376027057,Hennepin County,27053
7072,M5699+P5699+V5699,"Richelieu Foods, Inc.",186537676,121 Industrial Drive ,Beaver Dam,WI,53916,,2022-04-28,Certification - Export; Meat Processing; Poultry Processing,,25,2519,Small,43.476263984794,-88.826481964824,Dodge County,55027
7074,M5706+P772,"Giovanni's Appetizing Food Products, Inc.",,37775 32 Mile Road ,Richmond,MI,48062,(586) 727-9355,2021-09-22,Meat Processing; Poultry Processing,,50,5010,Very Small,42.809557884908,-82.736336520791,Macomb County,26099
1975,M5710A+P5710A,Smithfield Packaged Meats Corp.,005213772,10000 Martin's Way ,Harrison,OH,45030,(513) 881-5800,2020-01-31,Meat Processing; Poultry Processing,Stefano Foods; Stefano's,50,5022,Small,39.233093014561,-84.774735013384,Hamilton County,39061
2604,M5712+P5712,Valley Meats LLC,,2302 First Street P.O. Box 69,Coal Valley,IL,61240,(309) 799-7341,2020-09-12,Meat Processing; Poultry Processing,J&B Brand Wholesale Meats,50,5005,Small,41.428455990473,-90.46191096793,Rock Island County,17161
3407,M5722+P5722,Toman's City Market,,219 Pine St. ,Clarkson,NE,68629,(402) 892-3452,2014-10-14,Meat Processing,,15,1528,Very Small,41.726324858516,-97.122249569215,Colfax County,31037
3408,M5723+P5723,"Fremont Meat Market, Inc.",,1605 North Main St.  ,Fremont,NE,68025,(402) 721-8782,2017-08-08,Meat Processing; Poultry Processing,,15,1516,Very Small,41.44439598147,-96.49543202319,Dodge County,31053
3409,M5726+P5726+V5726,"Fairbury Steaks, Inc.",,504 D Street ,Fairbury,NE,68352,(402) 729-3364,2022-01-12,Poultry Processing; Voluntary Processing - Meat,,15,1516,Very Small,40.136381048902,-97.181190058297,Jefferson County,31095
3411,M5729+P5729+V5729,Twin Loups Quality Meats,,805 Howard Ave. ,St Paul,NE,68873,(308) 754-4031,2021-10-07,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry,Havlik's Locker Plant,15,1512,Very Small,41.213071002258,-98.459746035961,Howard County,31093
7076,M5742+P5742,"Country Maid, Inc.",,1919 South Kinnickinnic Avenue ,Milwaukee,WI,53204,(414) 383-3970,2022-03-18,Meat Processing; Poultry Processing,,25,2517,Small,43.009449016773,-87.910048006061,Milwaukee County,55079
7078,M5754+P5754,"Nestle USA, Inc.",,401 West North Avenue ,Little Chute,WI,54140,(920) 788-0605,2018-06-22,Meat Processing; Poultry Processing,"California Pizza Kitchen; DiGirorno Foods Company; Jack's Frozen Pizza, Inc; Nestle Pizza Division; Tombstone Pizza Corporation; Urban Bistro",25,2524,Large,44.285447008109,-88.324331030401,Outagamie County,55087
3654,M5766+P5766+V5766,Alewel's Country Meats,053936969,911 N Simpson Dr ,Warrensburg,MO,64093,(660) 747-8261,2021-07-22,Meat Processing; Poultry Processing; Voluntary Processing - Meat,Alewel's Country Meats,35,3508,Very Small,38.777603003559,-93.735874972183,Johnson County,29101
3658,M5777+P5777,University of Missouri Meat Market,,1600 East Rollins Street ,Columbia,MO,65211,(573) 882-0591,2016-05-05,Meat Processing,Mizzou Meat Market,35,3508,Very Small,38.941953507337,-92.31723560284,Boone County,29019
3659,M5777A,University of Missouri Meat Market,,1406 East Rollins Street ,Columbia,MO,65211,(573) 882-0591,2020-06-22,Meat Processing; Meat Slaughter,Mizzou Meat Market,35,3508,Very Small,38.942066802119,-92.320134531051,Boone County,29019
3660,M5779+V5779,Green Hills Fresh Meats,,26700 Hwy 11 ,Brookfield,MO,64628,(660) 258-5148,2022-01-14,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,35,3506,Very Small,39.793667993412,-93.040625021346,Linn County,29115
2758,M578+P578+V578,"James Calvetti Meats, Inc.",,4240 S. Morgan St. ,Chicago,IL,60609,(773) 927-9242,2021-10-04,Meat Processing; Poultry Processing; Voluntary Processing - Meat,,50,5003,Small,41.816380988721,-87.651148032235,Cook County,17031
3663,M5788+P5788+V5788,Liberty Locker,,109 E Liberty St ,La Belle,MO,63447,(660) 213-3373,2021-11-05,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,35,3506,Very Small,40.114268228542,-91.909570072577,Lewis County,29111
3664,M5789+P5789,Vocci Ravioli Company,,559 Campbell ,Kansas City,MO,64106,(816) 221-2026,2019-12-20,Meat Processing,Vocci's Italian Food Products,35,3507,Very Small,39.107956983665,-94.572421011782,Jackson County,29095
